,credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
729,0,major_purchase,0.1253,669.33,11.03488966,6.89,732,5430,17079,38.3,4,0,0,0
730,1,all_other,0.1304,219.14,11.05089001,6.76,667,6167.958333,20227,41,3,1,0,1
731,1,all_other,0.1385,162,9.729134165,11.64,677,4080,5166,86.1,0,1,0,1
732,0,credit_card,0.1734,573.16,10.858999,10.82,647,2399.041667,13967,68.3,8,0,0,0
733,0,all_other,0.1134,33.73,9.392661929,20.4,697,990,440,11.9,3,0,0,1
734,0,all_other,0.1172,35.57,8.9226583,19.2,672,1200.041667,5168,84.1,4,0,0,0
735,0,home_improvement,0.1357,169.85,11.12136326,8.77,727,1349.958333,703,5.8,4,0,0,0
736,1,debt_consolidation,0.133,406.07,10.71441777,4.67,662,2849,7209,38.1,1,0,0,1
737,1,debt_consolidation,0.1357,441.6,10.58882935,24.04,702,8850,20688,91.5,0,0,0,1
738,1,home_improvement,0.1311,253.09,10.95430918,10.85,682,4021,4891,55,0,0,1,0
739,1,debt_consolidation,0.1267,536.57,11.42081018,10.13,677,5280.041667,23129,79.8,0,1,0,1
740,0,all_other,0.0832,56.68,10.73639668,0.65,732,809.9583333,309,9.1,1,0,0,0
741,0,home_improvement,0.1836,436,11.12726298,26.7,657,3330,27163,88.2,2,0,0,0
742,1,credit_card,0.1166,101.64,11.51292546,20.53,702,7079.958333,91557,87.8,0,0,0,1
743,0,all_other,0.1474,103.62,9.852194258,2.21,702,815.9583333,915,20.3,0,0,0,0
744,0,debt_consolidation,0.1091,163.48,10.46310334,1.2,677,599.9583333,350,31.8,2,0,0,1
745,1,debt_consolidation,0.1531,515.27,11.00209984,15.5,672,3629.958333,7237,45,1,1,0,1
746,0,debt_consolidation,0.1786,360.83,10.71441777,15.65,652,3964.958333,13784,61.5,1,1,0,0
747,0,debt_consolidation,0.1947,479.66,11.42954386,24.4,662,6030.041667,58439,70.8,9,0,0,0
748,1,debt_consolidation,0.1136,658.23,11.03165864,18.64,722,4290.041667,58930,63.4,1,0,0,0
749,0,credit_card,0.1253,267.73,10.91508846,16.25,717,5549.958333,55821,95.8,0,0,0,1
750,1,small_business,0.1284,168.09,11.00209984,13,697,3840.041667,5878,52,0,0,0,1
751,0,all_other,0.1218,159.84,11.53272809,17.21,697,5520,184938,47.3,1,0,1,1
752,1,debt_consolidation,0.167,674.53,10.88743693,19.87,667,3904.958333,17176,73.4,1,0,0,1
753,1,all_other,0.1316,675.41,11.23848862,16.56,712,3245.041667,21118,65.2,0,0,0,1
754,0,debt_consolidation,0.1565,848.42,10.62132735,10.86,722,4410,12319,98.6,4,0,0,0
755,0,major_purchase,0.16,281.26,10.85127695,20.26,677,1980,1473,32.7,7,0,0,1
756,1,all_other,0.074,82.31,9.210340372,1.2,807,3899.958333,82,2.3,0,0,0,1
757,1,debt_consolidation,0.1703,535.02,11.58058411,15.81,662,6660,44543,86.8,0,0,0,1
758,1,all_other,0.08,70.51,11.08214255,12.55,802,6299.958333,116416,1.4,0,0,0,1
759,1,home_improvement,0.157,280.09,10.87426647,7.36,662,4770,10973,87.8,0,1,0,1
760,1,all_other,0.1221,283.18,10.1266311,18.48,702,3313,2284,4.7,2,2,0,1
761,0,debt_consolidation,0.1545,397.71,10.46310334,13.89,647,2501,15168,35.3,3,0,0,0
762,0,credit_card,0.145,247.84,10.35421279,17.78,652,3630,8382,64.5,1,2,0,1
763,0,credit_card,0.1254,199.17,10.71441777,8.21,697,2280,397,3.1,6,1,0,0
764,0,debt_consolidation,0.1797,361.38,11.28978191,29.72,672,8489.958333,25879,77.2,2,3,0,0
765,0,all_other,0.1379,238.53,10.9331784,22.28,732,4740,3205,47.1,8,0,0,0
766,1,debt_consolidation,0.1565,174.94,10.12647109,18.39,677,1530,663,51,1,1,0,1
767,1,all_other,0.0988,161.06,10.55581274,24.5,717,4500.041667,14438,62.2,0,0,0,0
768,1,all_other,0.0859,177.02,11.8277654,12.15,737,6600,38084,81,3,0,0,1
769,0,debt_consolidation,0.1379,340.76,10.858999,21.99,682,3030.041667,6641,31.6,4,0,0,1
770,1,small_business,0.1236,701.12,10.77895629,0.85,682,2579,639,13.6,1,0,0,1
771,0,debt_consolidation,0.1114,328.04,10.30895266,10.52,737,2070.041667,7328,21.7,4,0,0,1
772,1,all_other,0.1253,133.87,11.1193494,11.92,682,10890,33115,55.6,1,0,0,1
773,0,all_other,0.1443,68.78,11.51292546,27.18,697,4050,53440,88.2,3,0,0,1
774,0,credit_card,0.145,309.79,10.81977828,27.84,692,3450,39486,86.4,1,0,0,0
775,1,debt_consolidation,0.1726,536.77,12.10071213,9.49,672,2520,12108,57.1,0,0,0,1
776,0,debt_consolidation,0.1438,240.54,10.30895266,4.04,642,450,2288,53.2,2,0,0,1
777,0,debt_consolidation,0.1357,339.69,10.37349118,22.95,687,3150.041667,10624,62.9,4,0,0,0
778,0,all_other,0.1531,174.08,11.22364211,8.06,707,1230.041667,2229,25.3,5,0,0,1
779,1,debt_consolidation,0.1758,790.73,12.21602298,14.03,667,3540,31008,79.8,3,0,0,1
780,0,credit_card,0.1103,180.15,11.15625052,15.51,692,6629.958333,8333,57.5,5,0,1,0
781,0,debt_consolidation,0.1531,522.23,11.32664408,5.39,677,6029.958333,16034,72.2,4,0,0,0
782,0,debt_consolidation,0.1253,368.13,10.89673933,11.36,712,7802.958333,11216,20.1,5,0,0,0
783,1,debt_consolidation,0.1253,401.6,11.00209984,19.32,717,3600,14855,82.1,1,0,0,1
784,0,debt_consolidation,0.1008,129.22,10.77895629,0.75,702,869.0416667,3403,74,0,0,0,1
785,0,debt_consolidation,0.1166,115.69,10.4487146,16.23,677,1320.041667,5593,25.4,5,0,0,1
786,0,debt_consolidation,0.157,245.07,10.30895266,24.12,662,1770,12814,69.6,4,0,0,0
787,1,all_other,0.0894,222.41,9.621787552,12.17,757,4470,6103,34.5,2,0,0,1
788,1,small_business,0.1531,174.08,11.74403719,12.13,702,4530.041667,30995,82.6,2,0,0,1
789,1,all_other,0.1128,368.17,11.51292546,19.6,717,11102.95833,52132,55.7,1,0,0,1
790,0,all_other,0.1608,281.58,11.71888216,25.27,672,3930.041667,41040,85.3,0,0,0,0
791,1,all_other,0.1348,339.25,10.30895266,17.04,682,2430.041667,10491,55.5,1,0,0,0
792,0,all_other,0.1531,167.12,10.74103806,22.62,662,3510.041667,4619,81,5,0,0,0
793,1,debt_consolidation,0.1273,839.16,11.3736634,10.62,712,4230.041667,19002,53.1,0,0,0,0
794,0,credit_card,0.1355,163.01,10.50232405,4.65,652,2040,4684,80.8,1,1,0,0
795,0,home_improvement,0.1348,508.87,11.73606902,16.85,707,7440.041667,206877,92.5,1,0,0,1
796,0,debt_consolidation,0.1551,418.99,11.03488966,15.38,647,1860,11214,70.1,0,0,0,0
797,0,all_other,0.1496,138.58,9.92329018,4.76,672,3180.041667,2381,37.2,5,0,0,1
798,0,debt_consolidation,0.1367,85.05,11.08220409,4.19,667,11939.95833,2368,21.5,4,1,1,0
799,1,credit_card,0.1209,598.64,11.1124479,19.22,702,5220,22897,64.5,1,0,1,1
800,1,credit_card,0.1287,260.66,10.30253209,22.42,692,6990,7751,52.7,0,0,1,1
801,0,debt_consolidation,0.1099,98.21,11.08214255,19.57,687,7350,237551,36.9,0,0,0,0
802,0,major_purchase,0.1253,267.73,10.81977828,21.29,697,3060.041667,34938,59.6,4,1,0,0
803,1,debt_consolidation,0.1367,416.72,10.30895266,13.28,692,1132,12558,61.3,0,0,0,1
804,0,debt_consolidation,0.1482,74.35,10.46310334,13.68,642,3900,4207,79.4,4,0,0,1
805,0,all_other,0.1797,129.2,10.4341158,27.42,647,3750.041667,13156,25.6,10,0,0,0
806,1,all_other,0.16,703.15,10.858999,0.6,682,2640.041667,1742,7.9,0,0,0,1
807,1,all_other,0.1843,290.96,10.5635432,9.86,667,2520,298,99.3,0,0,1,1
808,0,debt_consolidation,0.1324,304.29,11.12714533,18.51,672,3329.958333,7920,76.9,10,0,0,0
809,0,educational,0.1287,121.08,10.08580911,3.4,707,1380.041667,2650,26.2,4,0,0,0
810,1,all_other,0.1128,172.58,10.7711761,5.24,712,5699.958333,13673,58.4,0,0,0,1
811,1,debt_consolidation,0.1122,507.46,10.59663473,13.5,712,5368.958333,6513,34.3,3,0,1,1
812,0,debt_consolidation,0.1683,302.33,11.00209984,14.68,682,11520,0,0,9,1,0,0
813,1,small_business,0.1531,60.93,9.61580548,22.72,692,1832,4197,56,0,0,0,1
814,0,all_other,0.1418,342.66,10.37349118,7.76,657,1860,4105,82.1,11,0,0,0
815,0,credit_card,0.1505,374.67,11.33857208,12.79,697,5370.041667,26598,97.1,6,0,0,1
816,1,educational,0.1062,182.34,11.22524339,14.32,707,5910,15055,88,1,0,0,0
817,1,all_other,0.0963,385.14,10.49127422,15,752,5880,20328,38.1,0,0,0,1
818,1,educational,0.1474,172.69,10.95080655,9.81,687,6120,3335,45.1,2,0,0,1
819,0,debt_consolidation,0.1407,400.28,10.55205569,11.26,652,990,8963,99.6,2,0,0,0
820,0,debt_consolidation,0.1426,494.01,11.15625052,24.41,687,4679.958333,25515,82.3,5,0,0,0
821,1,all_other,0.0859,63.23,9.903687533,8.7,747,4289.958333,4622,19.3,0,0,0,1
822,0,credit_card,0.1513,260.47,11.15625052,15.99,642,3001,26933,65.2,5,0,0,0
823,1,home_improvement,0.1128,164.36,11.32664408,13.53,687,8189.958333,16389,57.7,3,0,1,1
824,1,all_other,0.1136,658.23,12.03171926,5.39,712,5555,20894,51.5,0,0,1,0
825,1,all_other,0.1537,104.54,11.00209984,1,672,1800,1048,31.8,1,0,0,1
826,1,small_business,0.0788,469.21,11.41861479,9.61,792,5700.041667,4176,8.8,0,0,0,0
827,0,debt_consolidation,0.1109,458.94,11.3009691,15.63,702,3629,42619,2.6,4,0,0,0
828,1,debt_consolidation,0.1292,347.5,11.15625052,9.05,702,4530.041667,16264,90.6,3,0,0,1
829,0,educational,0.1059,156.23,9.652844328,0,682,1109,0,0,6,0,0,0
830,0,debt_consolidation,0.164,530.33,10.54534144,13.71,652,2640,9955,58.9,2,0,0,0
831,1,educational,0.1218,832.5,11.28978191,12.36,737,4979.958333,47256,31.6,1,0,0,1
832,0,debt_consolidation,0.1861,214.2,10.77895629,27.33,642,1718,5660,75.8,3,0,0,0
833,0,debt_consolidation,0.1843,691.03,11.12726298,20.12,662,1640.041667,1890,19.1,5,4,0,0
834,0,debt_consolidation,0.1411,143.77,11.08312668,14.24,682,6930,17126,81.6,5,0,0,0
835,0,debt_consolidation,0.1615,233.41,10.39476332,29.07,687,1471,10503,51.7,1,0,0,0
836,0,debt_consolidation,0.1393,592.4,10.81977828,23.47,697,7440.041667,48792,80.9,0,0,0,0
837,0,all_other,0.1407,34.21,10.1266311,16.27,642,567.0416667,0,85,0,0,0,0
838,0,all_other,0.0775,156.11,11.15625052,8.81,772,6389.958333,0,7.3,4,0,0,0
839,1,debt_consolidation,0.1148,428.59,10.71441777,6,732,3300,11574,14.9,1,1,0,1
840,0,debt_consolidation,0.1292,30.29,9.454070557,25.11,717,3180,3584,50.6,0,0,0,0
841,0,credit_card,0.145,165.23,11.39075783,19.75,647,3210,9976,75.6,3,0,0,1
842,1,educational,0.0988,386.53,10.59663473,5.16,757,4505.041667,1117,2.6,3,0,0,0
843,0,credit_card,0.1565,160.07,11.15625052,14.31,682,4339,82586,43.6,2,0,0,0
844,1,all_other,0.1134,658,10.91508846,5.19,712,8400,5482,17.4,0,2,0,1
845,0,small_business,0.1343,508.53,10.91508846,19.44,672,4860.041667,15973,31.6,8,3,0,1
846,0,all_other,0.1261,723.74,11.73606902,16.94,687,4020,167006,53.5,3,0,0,1
847,1,educational,0.1347,379.94,11.71095632,14.28,722,5601.958333,0,0,1,1,0,1
848,1,debt_consolidation,0.1393,527.52,10.6454249,19.71,667,2490,12032,87.2,3,0,1,1
849,1,all_other,0.1385,40.93,11.00209984,3.08,707,1170,2823,65.7,3,0,0,1
850,0,major_purchase,0.087,158.31,10.20359214,0.93,717,300,157,5.4,1,0,0,0
851,0,credit_card,0.1438,359.95,11.24504602,9.98,642,4679.958333,15918,101.4,6,0,0,1
852,0,all_other,0.1284,268.95,10.81977828,22.22,697,7440.041667,49391,90.3,2,0,0,1
853,0,all_other,0.1442,51.58,11.00209984,13.54,697,4109.958333,25466,32.4,4,0,0,0
854,0,small_business,0.1596,489.29,11.08214255,21.93,657,6030.041667,254,36.3,6,1,0,1
855,0,credit_card,0.0838,189.08,10.81977828,4.51,727,600,669,7,0,0,0,0
856,0,all_other,0.1261,75.39,11.66838957,11.74,667,3359.958333,210,70,11,1,0,0
857,1,debt_consolidation,0.1565,554.53,10.91508846,22.84,672,4619.958333,22684,89.9,0,0,0,1
858,1,small_business,0.102,485.42,11.51292546,7.93,747,3599.958333,86429,37.8,0,0,0,1
859,0,all_other,0.1488,276.86,10.9331784,5.34,642,2430.041667,1697,60.6,2,1,0,0
860,1,debt_consolidation,0.1357,285.34,10.81977828,5.78,682,4380.958333,3743,83.2,2,1,0,1
861,0,credit_card,0.1134,315.84,11.6351431,18.54,707,9899.958333,45303,46,6,0,0,0
862,0,all_other,0.1538,209.12,10.08580911,11.5,657,8070,8686,90.5,0,1,0,0
863,0,all_other,0.1739,215.09,12.22098096,3.04,687,3479.958333,2474,31.7,9,0,0,1
864,0,debt_consolidation,0.1375,340.57,10.30895266,2.16,657,629.9583333,1863,51,5,0,0,1
865,0,debt_consolidation,0.1347,118.73,10.14643373,24.24,692,2249.958333,2146,13.1,4,0,0,0
866,1,credit_card,0.1324,446.29,11.22524339,21.06,682,5159.958333,13438,71.9,1,0,1,1
867,1,debt_consolidation,0.1392,256.03,10.81977828,13.9,677,5460,3676,70.5,0,0,0,1
868,0,all_other,0.1324,169.05,10.49127422,25.47,717,7620.041667,21991,102.8,0,0,0,1
869,0,credit_card,0.1754,183.21,10.19241884,13.44,627,419,2798,71.4,0,0,0,1
870,0,debt_consolidation,0.1496,388.04,10.75790288,16.09,687,3907.041667,11005,37.2,6,0,0,1
871,1,all_other,0.1046,259.87,11.69524702,11.28,692,5018.041667,63580,80.6,1,0,0,1
872,0,debt_consolidation,0.1392,409.65,10.50506754,18.74,682,3932.958333,7780,41.6,4,2,0,0
873,0,small_business,0.1071,328.47,11.46163217,13.43,737,3600,37055,46.5,8,0,0,1
874,1,credit_card,0.1474,86.35,9.798127037,6.93,662,2520,4299,17.1,1,0,0,1
875,0,debt_consolidation,0.1322,219.71,10.77895629,18.25,707,6510,10274,36.3,6,0,1,0
876,0,debt_consolidation,0.1734,143.29,10.30895266,28.56,667,2669.958333,14951,82.1,5,1,0,0
877,0,debt_consolidation,0.1387,170.58,10.6454249,6.69,652,1889,6782,78.9,2,0,0,0
878,0,debt_consolidation,0.1355,394.78,10.46310334,21.22,677,5579.041667,30402,71.5,4,0,0,0
879,0,small_business,0.1878,913.63,11.28978191,11.64,702,5911.041667,33761,37.8,4,0,0,1
880,0,all_other,0.1191,116.1,11.60827201,8.44,672,4259.958333,390,32.5,4,0,0,0
881,0,all_other,0.1663,88.68,10.48391386,1.51,707,690.0416667,946,15.8,0,0,0,1
882,1,debt_consolidation,0.1316,574.1,10.85892207,16.87,732,7799.958333,13429,61,0,0,0,1
883,1,credit_card,0.1284,403.42,10.46321762,11.21,687,8100,8568,48.1,1,4,0,1
884,0,all_other,0.1078,326.35,10.36501788,13.01,702,3629,2294,22.9,5,0,0,1
885,0,credit_card,0.1253,384.87,11.00209984,11.56,722,3614,25088,75.6,5,0,0,1
886,1,debt_consolidation,0.1189,215.57,9.952277717,8.57,722,3210.041667,9317,53.6,1,0,0,1
887,0,all_other,0.1537,139.39,10.08580911,18.35,682,870.0416667,1272,38.5,0,0,0,0
888,0,debt_consolidation,0.1287,336.34,10.81977828,20.69,702,3149.958333,61053,40.7,4,0,0,0
889,1,debt_consolidation,0.1114,393.65,10.71441777,23.2,772,3846.041667,3663,28.2,0,0,0,1
890,1,all_other,0.1496,277.16,11.04132055,4.5,712,1379.958333,5009,49.6,0,0,0,1
891,1,small_business,0.1083,458.85,12.10071213,6.24,747,3600,60936,24.7,2,0,0,1
892,1,all_other,0.1148,164.85,10.30895266,9.92,747,15692,452,90.4,0,0,0,1
893,1,debt_consolidation,0.1392,51.21,10.89673933,20.7,672,2400.041667,1449,90.6,1,0,0,1
894,1,major_purchase,0.1379,170.38,10.81985828,24.07,687,3030,4305,56.6,3,1,0,1
895,0,all_other,0.1347,54.28,12.61153775,6.72,677,7680,27197,46.6,4,1,0,0
896,1,debt_consolidation,0.1186,165.74,10.59663473,7.02,667,2789.041667,2197,75.8,0,2,0,1
897,0,major_purchase,0.0983,482.82,11.09741002,9.38,732,960.0416667,664,1.6,2,0,0,0
898,0,debt_consolidation,0.1418,57.4,10.25765937,17.47,642,2909,4138,94,2,0,0,1
899,0,major_purchase,0.1425,68.6,11.12726298,14.45,642,4710,29452,65.4,2,1,0,0
900,1,debt_consolidation,0.0894,285.95,10.64875269,11.33,737,3450,13421,67.4,0,0,0,1
901,1,debt_consolidation,0.1349,407.17,10.91508846,14.53,667,9030,2569,98.8,0,0,0,1
902,0,home_improvement,0.1531,174.08,10.59663473,21.99,662,5191.041667,25612,42.1,4,0,0,0
903,1,small_business,0.1189,505.76,11.40756495,9.44,737,3029.958333,5137,24.2,0,0,0,1
904,1,debt_consolidation,0.1426,548.9,10.71441777,14.67,682,3959.958333,9092,23.2,0,0,0,1
905,0,credit_card,0.1759,269.61,10.89673933,27.47,672,3720,23618,62.3,6,1,0,1
906,0,credit_card,0.1299,134.76,11.39611071,6.78,657,7020.041667,0,0,0,2,0,0
907,0,credit_card,0.1249,468.29,11.21182037,20.68,682,4349.958333,8009,74.2,4,0,1,0
908,0,all_other,0.1628,670.59,11.51292546,9.79,662,449,1603,64.1,1,0,0,1
909,1,debt_consolidation,0.1496,242.52,10.6873891,12.66,662,5250.041667,3294,70.1,1,0,0,1
910,1,debt_consolidation,0.1565,524.8,11.98292909,3.41,687,2490,65872,59,2,0,0,1
911,1,all_other,0.1426,144.09,11.02698756,12.11,667,3869.958333,1506,34.2,0,3,0,1
912,0,all_other,0.1154,527.93,12.03171926,6.23,682,5250.041667,16161,78.1,4,0,0,1
913,1,debt_consolidation,0.0788,406.65,11.16194854,19.72,762,4113,9368,30.2,3,0,0,0
914,1,debt_consolidation,0.1316,317.44,10.96812932,24.31,712,6359.958333,23802,59.2,1,0,0,1
915,0,all_other,0.1412,205.42,10.83958091,9.01,657,5219.958333,4050,34.6,4,3,0,1
916,0,educational,0.1461,168.93,10.5789798,2.63,667,3180.041667,3288,74.7,5,0,0,0
917,0,all_other,0.1375,81.74,10.99373159,18.51,647,7110,21899,69.1,4,2,0,0
918,0,debt_consolidation,0.1348,271.4,11.19821472,12.44,682,4230.041667,11706,34.9,4,0,0,0
919,0,all_other,0.0894,444.81,11.22524339,20.18,747,7560.041667,205956,32.4,1,0,0,0
920,0,debt_consolidation,0.1166,247.9,11.22524339,20.67,707,4230,75661,58.6,2,0,0,0
921,1,debt_consolidation,0.1426,111.5,9.92329018,22.41,667,3450.041667,7986,81.5,1,0,1,1
922,1,debt_consolidation,0.0932,207.66,10.35456317,12.08,747,3450,2530,63.2,0,0,0,1
923,0,home_improvement,0.1253,167.34,10.81977828,15.58,707,2280,1464,22.5,4,2,0,1
924,0,all_other,0.0945,224.07,11.51292546,7.6,717,4560,32145,83.1,8,0,0,1
925,0,debt_consolidation,0.1462,275.84,10.82337182,16.12,662,2759.958333,3982,48,5,1,0,0
926,0,credit_card,0.1204,232.64,11.05089001,14.55,672,4290,7180,34.4,4,0,0,1
927,0,all_other,0.16,210.95,10.45966888,15.62,662,2580,829,69.1,4,0,0,1
928,0,debt_consolidation,0.1418,493.42,10.46310334,17.93,662,929.0416667,11569,64.3,1,0,0,1
929,0,all_other,0.1154,164.98,10.91508846,10,697,3190,2447,65.5,4,0,0,1
930,1,educational,0.1608,492.76,11.57025053,20.39,677,6269.958333,33627,74.7,1,0,0,1
931,1,debt_consolidation,0.1565,314.88,11.00209984,15.42,662,4289.958333,16286,89.5,0,0,0,1
932,0,debt_consolidation,0.1741,622.13,10.81977828,16.92,647,5490,4693,28.8,8,0,1,1
933,1,all_other,0.157,175.06,9.998797732,10.36,662,1830,2176,53.1,1,0,0,0
934,1,all_other,0.1071,163.01,12.20607265,12.48,702,7319.958333,53087,69.9,1,0,0,1
935,0,all_other,0.1071,32.61,9.998797732,14.7,687,3119.958333,6720,101.8,2,0,0,1
936,0,all_other,0.1418,102.8,10.71441777,6.69,652,4260,12862,66.6,1,0,0,1
937,0,small_business,0.1533,870.71,11.84222921,16.16,707,4230.041667,56909,49.8,5,0,0,0
938,0,small_business,0.1379,425.95,11.15625052,16.73,697,8549.958333,74042,41.9,1,2,0,0
939,1,debt_consolidation,0.1114,656.07,11.91839057,0.82,792,7499.958333,4363,10.5,1,0,0,1
940,0,home_improvement,0.0938,127.91,11.69524702,6.46,727,5101,138492,49.4,1,0,0,0
941,1,debt_consolidation,0.1136,394.94,10.77895629,13.18,702,8910.041667,12844,54,1,0,1,0
942,1,all_other,0.1284,100.86,11.08201946,4.89,687,5520,2305,31.6,1,0,0,1
943,0,credit_card,0.1229,200.12,11.2515607,17.69,672,10530,57578,76.9,5,0,0,0
944,1,all_other,0.1284,571.51,10.16585182,7.8,752,13140,77929,8.3,7,0,0,1
945,0,debt_consolidation,0.1734,89.56,10.59663473,25.77,652,5609.958333,28446,64.1,10,3,0,0
946,1,debt_consolidation,0.1392,477.92,10.89673933,15,682,3853.041667,18270,52.7,0,0,0,1
947,1,debt_consolidation,0.1422,317.13,9.862665558,10.81,697,2100.041667,0,0,3,0,0,1
948,1,debt_consolidation,0.1284,309.29,10.81985828,20.69,707,2970,22473,50.4,0,0,0,1
949,1,debt_consolidation,0.1253,334.67,10.59663473,20.46,702,2520,7722,66.1,0,0,0,1
950,1,small_business,0.1442,343.83,11.00209984,11.26,682,6540,4395,57.8,2,0,1,1
951,0,all_other,0.1071,652.04,11.33857208,0.21,717,1650.041667,39,0.3,11,0,0,0
952,1,debt_consolidation,0.0988,322.11,11.54482134,14.44,727,5730.041667,18111,69.1,0,0,0,0
953,1,home_improvement,0.1099,98.21,10.91326863,15.5,697,4470,2754,40.5,2,0,1,0
954,0,debt_consolidation,0.1482,335.4,10.53209621,27.04,692,3900.041667,26221,78.6,5,0,0,0
955,0,home_improvement,0.147,276.15,10.83565163,19.13,647,240.0416667,289,28.9,15,0,0,1
956,0,all_other,0.092,255.15,10.858999,11.08,732,6870,5255,46.1,5,1,0,0
957,0,debt_consolidation,0.1496,554.32,11.15625052,17.06,692,4230.041667,19697,88.7,5,0,0,0
958,1,debt_consolidation,0.0963,320.95,11.2771525,19.9,752,3300,4474,82.9,4,0,0,1
959,1,debt_consolidation,0.1218,93.24,11.46163217,16.96,697,8130,40868,86.6,3,0,0,1
960,0,debt_consolidation,0.1273,671.33,11.22524339,18.74,722,2340.041667,32837,64.8,4,0,0,0
961,1,major_purchase,0.1099,163.68,11.13675106,12.27,722,2160,5502,36.7,1,0,0,0
962,1,all_other,0.1114,49.21,9.769727562,20.37,712,2610,5013,68.7,0,0,0,1
963,0,educational,0.1287,100.9,9.629050707,13.58,712,4891,0,62.1,7,0,0,1
964,0,debt_consolidation,0.1154,131.99,9.825526011,1.3,667,2910,258,86,2,0,0,1
965,0,all_other,0.1355,45,11.09741002,11.65,647,4620,11518,94.3,0,0,0,1
966,0,educational,0.1375,102.17,8.862483576,2.38,642,3972,469,93.8,0,1,0,0
967,0,all_other,0.1565,87.47,9.878169745,5.29,717,1799.958333,3492,99.8,4,0,0,0
968,1,all_other,0.0963,185.35,10.51596683,7.15,732,2370,9619,65.9,0,0,0,1
969,0,debt_consolidation,0.1114,152.54,9.980448594,22.11,722,9720.041667,20037,58.1,4,1,0,0
970,0,all_other,0.1531,167.12,10.95619516,24.39,667,4110.041667,35122,91.5,4,0,0,0
971,0,educational,0.138,61.35,9.852194258,3.85,682,959.9583333,1279,85.3,0,0,0,0
972,1,all_other,0.1426,274.45,11.39075783,11.61,682,2610.041667,15514,77.2,0,0,0,1
973,0,debt_consolidation,0.1861,437.51,11.60823564,28.21,662,8760,88391,89.9,1,0,0,0
974,0,credit_card,0.1443,257.91,10.818177,17.67,657,3690,10221,70,1,0,1,0
975,0,debt_consolidation,0.1197,196.71,11.38509209,20.84,687,5189.958333,44040,83.3,17,0,1,1
976,1,debt_consolidation,0.1148,164.85,10.96819829,8.67,712,5190.041667,1885,19.6,0,0,1,1
977,0,debt_consolidation,0.1186,23.21,10.0604913,11.33,657,2879.958333,4479,101.8,1,0,0,1
978,1,small_business,0.1273,134.27,10.77895629,11.68,722,4596.041667,303,43.3,0,1,0,1
979,1,debt_consolidation,0.128,483.81,10.49460201,8.47,662,2670.041667,7104,93.5,2,0,0,1
980,0,debt_consolidation,0.1442,275.07,10.46310334,8.4,692,5161,3037,66,7,0,1,1
981,1,debt_consolidation,0.1322,169.01,10.81977828,3.26,687,1500,3062,33.3,1,0,0,1
982,1,small_business,0.1704,891.86,10.91508846,9.36,717,4320,6049,90.3,0,0,0,1
983,1,small_business,0.1154,104.76,9.61580548,12.24,672,1289.958333,2867,55.1,3,0,0,1
984,0,debt_consolidation,0.1091,408.71,10.49127422,12.27,692,1770,12415,53.3,4,0,0,1
985,0,debt_consolidation,0.1715,857.46,12.30951332,12.7,672,3179.958333,40099,52.8,6,0,0,0
986,0,debt_consolidation,0.1103,425.79,11.00209984,13.18,712,1620,9664,63.2,4,0,0,0
987,1,debt_consolidation,0.1312,162.01,11.35040654,16.87,707,9059.958333,34776,54.3,0,0,0,1
988,0,major_purchase,0.1324,148.77,10.52406404,18.04,662,3900,1085,57.5,6,0,1,1
989,0,credit_card,0.1411,171.15,10.46310334,16.87,677,3779.958333,2488,62.2,5,0,0,0
990,0,all_other,0.08,94.01,9.903487553,7.66,732,1080,814,9.5,0,0,0,0
991,0,educational,0.1412,71.9,10.6454249,8.11,652,2850,5057,26.6,2,1,0,1
992,0,debt_consolidation,0.1312,168.76,9.61580548,8.72,647,1530.041667,5183,46.3,1,1,0,1
993,1,debt_consolidation,0.1122,223.34,10.83958091,18.68,682,1889.041667,9495,87.9,2,0,0,1
994,0,debt_consolidation,0.145,413.06,10.77895629,3.8,657,3389.958333,4554,44.6,0,0,0,0
995,1,all_other,0.0838,567.22,11.06663836,5.25,772,3540.041667,1612,12.1,4,0,0,1
996,0,all_other,0.1588,701.96,11.28978191,0.98,697,1140,3401,5.8,7,0,0,0
997,0,debt_consolidation,0.1322,253.51,10.33136626,16.51,687,2940.041667,4566,49.1,4,0,0,0
998,1,all_other,0.1217,93.23,10.71441777,19.19,692,4440.041667,88,44,1,3,0,1
999,1,major_purchase,0.1253,802.36,10.81769612,12.46,757,3930.958333,0,0,2,0,0,1
1000,0,credit_card,0.1249,16.73,9.798127037,19.2,657,5130,9231,44,1,4,0,0
1001,0,debt_consolidation,0.1393,280.84,11.91839057,19.13,687,5100,62705,78.5,5,0,0,0
1002,0,all_other,0.0964,208.66,9.903487553,10,712,1139,0,10.7,4,0,0,1
1003,0,home_improvement,0.1829,755.91,11.24504602,11.15,647,2129.041667,6637,72.9,7,0,0,1
1004,1,debt_consolidation,0.1178,827.74,11.77528973,10.2,717,8460.041667,29601,55.1,2,0,0,1
1005,1,all_other,0.1218,166.5,10.91508846,22.45,702,1800,16957,67,3,0,0,1
1006,0,debt_consolidation,0.1324,84.53,9.952277717,3.94,662,720,3402,64.2,1,0,0,1
